customer_review,NPS Score
  Auckland to Warsaw via Doha. Very good customer service on board however before no way I could get an answer to my questions. I found the food awful especially from Auckland. It is the shame such a big airline to serve such horrible food!,Passive
"  Bangkok to Dublin via Doha with a 16hr layover. At the time of booking we contacted Qatar Airways customer service to ask if we could avail of their complimentary hotel stay in the airport for our long layover. We were told that we could avail of this service on the day we arrive in Doha by a customer service representative on the phone. On arrival in Doha today we were told that our fare was promotional and we are not eligible for the hotel, meaning we are stuck in the airport for the next 16hrs. The staff were unapologetic and offered us no alternatives other than paying for hotels with our own money. The flight was disappointing WITH mediocre food and hard seats. The only staff who were very nice and helpful were at the city tour desks.",Detractor
"  Flew Edinburgh to Melbourne Australia via Doha. The staff on Qatar Airways have to be commended. They work so hard and never seem to stop the whole time and every one of them do so with a smile on their faces. Comfortable flight, food comes non stop with snacks and refreshments in between main meals. This is the second long haul round trip I've had with Qatar and I'll certainly be flying with them again.",Promoter
"  I was scheduled to fly yesterday from Atlanta to Chennai via Doha. After all check-in, security clearance process, I was informed that the flight is cancelled while boarding. They didn't send any notifications to mobile or email. They said we need to rebook for next available flight and asked us to check out all luggages. I checked out and was waited at the booking counter line for 2 hours. For the entire Atlanta International airport, they had only one booking counter open and one booking agent available. After one hour of waiting, I got frustrated and called their customer service while staying on the line. I was on call-wait status for 50 minutes before getting hold of someone in their customer service. Customer service agent couldn't rebook me on next day flight unless I'm ready to do a 3 stopper instead of 1 stopper that I booked. I got the same itinerary 2 days later and asked him to book it. He couldn't book me because I was already checked-in and they needed me checked out from airport side. He said he will do all that and call + email me later with confirmation. I never received any call or email till today. I called their customer service again and was able to get hold of someone after 30 minutes wait. I got the same answer today as well. They have asked me to call them again after 4 hours. Not sure how long I should be on hold to get hold of them. And their website still shows the flight status as delayed and not as cancelled. I still didn't receive any delay/cancel notification from them. This is one of the worst experience I had. They are completely understaffed and don't infrastructure in place to handle delays/cancellations.",Detractor
"  Booked 2 seats at the same time through an agency as British Airways codeshare flight, but couldn't sit together. Couldn't make changes online, couldn't get thru to call centre and no response from message on Twitter. Got to Heathrow and one very helpful member of staff tried her best but ultimately ineffective. Consequently one of us ended up sitting front of plane and other at rear. Seat cramped I'm only 5'10"" yet my knees were sticking into the reclined seat of the person in front. Took two hours for a drink to be served. Staff all very friendly but not a great experience.",Detractor
  New York to Bangkok via Doha. Qatar Airways aircraft was new and impressive but the seat had problems with reclining. Entertainment was as good as other major airlines. The food was surprisingly good. The main issue I had was my flight attendant never smiled. Service is everything on my trips and other attendants didn't smile or greet me as I entered or departed the aircraft.,Passive
"  Berlin to Singapore via Doha. Not the first time I fly Qatar. This is a really good airline. Friendly staff, comfy seats and fab food and drinks. Qatar really has that old fashioned feel of a bit of luxury when travelling. The quality of all they do is awesome. The only thing that irritates me somewhat is that the screen in front of you points to Mecca the whole time. And they recommend that you listen to the Qoran while flying. I prefer to travel religion free. On the minus part. WiFi was expensive.",Promoter
  Doha to Yangon. No inflight entertainment which is a big deal when traveling with my 9 year old son. We had nothing to do during our 7 hours fight. The legroom was limited. For 6 economy class there were only two toilets available and a long queue on the passager walkway. The food was also not appealing to me and limited choice. I will never ever fly with this airline again.,Detractor
"  Stockholm to Bangkok via Doha. Check-in operated by SAS staff at Stockholm opens 3hrs before, a little slow as they validate visas and pass people along to pay extra baggage where applicable, but nothing worryingly so - all outsourced check-in is the same in my experience. Boarding Boeing 787 was efficient. Aircraft hot until about 15 minutes after departure. Legroom and space felt very limited, especially with the IFE box under the non-middle seats, but it wasn't the nightmare I had geared myself up to expect. It took a while for water to be distributed, a small bottle of water on each seat would go far to passive passenger until the first service. Water only available in tiny glasses, no larger containers or bottles available. Transfer at Doha efficient, the benefits of bus service is they open both front and rear doors, so the five minutes you spend on the airport tour is mitigated by the ten minutes saved by non-bridge disembarking. Flight to Bangkok on Boeing 777 full, gate security slow, seats a little better than 787 due to no IFE box. Plane hot, several minute pushback delay and no water again for the first hour. Meals were good, staff were great - very friendly, toilets were always clean. However I've cancelled my return flights in April 2018 taking the $200 on tax refund and putting it towards another airline. Qatar need to address the seating on the 787 or at least remove the under seat IFE boxes.",Passive
"  Dubai to Singapore via Doha in May 2017. Excellent in every respect. Great end to end service, planes are clean and new, seats are large, crew efficient and very kind. The business class is not too crowded, the food is good. It overall scores higher as Emirates generally, apart from entertainment. IFE a bit limited and not that user friendly. Food is porbably the best across all the airlines I have ever tried.",Promoter
"  I had to go to Doha for business and of course I chose Qatar Airways, and it was such a great experience. First of all, when I arrived to the Qatar Airways point to get my ticket staff were nice and helpful answering all my doubts. Then onboard the airplane the cabin crew were nice offering different snacks and beverages. I used the inflight entertainment offered and the flight went by quickly. The only thing I think they could improve was the wifi, I never got connected.",Promoter
"  Flew Qatar Airways from Dhaka to Larnaca via Doha. Service has definitely improved on Dhaka routes! Check-in process at the counter also improved at Dhaka airport. Inflight food and service were great, staff were amazing. For the vegetarian food, it always seems that on board vegetarian options are always much better than the pre-order ones, lacto-vegi here! Inflight entertainment, was ok but not that many good options, Tedtalks were good. For this routes some music from Tagore classics would be great on flights. Overall great service.",Promoter
"  Hong Kong to London via Doha. Staff extremely good but food and seat in Business just okay. Business Class lounge in Doha excellent, but food quality and quantity slipping. I booked a twelve hour stopover in Doha but Qatar Airways did not grant me a free visa (I tried to get it online and then called). I decided to remain in the lounge and worked and the staff was exceptional. Inconsistency seems to be what I notice and I do not consider it a 5 star Airline. The seat in business on a 787 is claustrophobic. Their big asset is their staff. I will still use them because of prices and transit in Doha is smooth.",Passive
"  Frankfurt to Bangkok via Doha. This was my first trip with Qatar Airways and normally using Emirates for this route. It was a nice surprise and for me much better than Emirates, better cabin service and a nicer transfer time between the flights. Food was fair for economy class, great choice of inflight programmes, movies etc, and seat comfort felt better than Emirates Boeing 777 and the A380. Cabin attendants were polite on both sectors, polite and efficient - and not to overpowering or fake. Transfer time in Hamad airport was pleasant, nice shops, some comfortable places to seat and rest. Have my return flights to look forward to.",Promoter
"  Adelaide to London via Doha in business class. Absolutely fabulous experience, flew their A350 to Doha and A380 onwards to London. Ground service was efficient, and transfer in Doha was pleasant. A great lounge there but a bit crowded when we can through - nice wines and food though. The seats were really comfortable, and provided nice privacy and comfortable sleep experience compared to others flown recently. Onboard meals were nice, beautifully presented and very good quality, with again some really nice wines. Inflight entertainment had a very wide choice of movies and tv programmes, and it was just the repetitive adverts that annoyed. Cabin crew were efficient and nice on both flights, probably better on the A350 where they didn't seem so rushed. In my opinion this was more comfortable and enjoyable than our usual trip we make with Singapore Airlines, and looking forward to our return flights next month.",Promoter
"  Zurich to Adelaide via Doha. The business class cabin of A350 is airy, the seats are comfortable to sit on, but uncomfortable in bed position. The food choices were very limited although nicely presented. I had four meals, two mains were good, one was cold and one was overcooked. The entertainment system was disappointing, a very small number of new western movies, not a lot of choice in classical music and headphones of very poor quality. The cabin crew was mostly friendly, sometimes efficient, but often unknowledgeable. All in all a disappointing experience.",Detractor
"  Berlin Tegel to Auckland via Doha. Price very good! Routing and timing brilliant - 24 hours with only one layover for a route that can be easily 36 hours. (Europe-NZ). 3 of the 4 departures were delayed, one would have blown my outgoing flight but Qatar had made my incoming flight earlier, just in case. At least one delay may have been due to heightened airport security at Tegel. Luggage all arrived okay. Food not exceptional. AV system- good selection, could not search movies by name. On the first flight, it was the previous month's selection - latest movies were not yet uploaded. On the last big sector the handset was broken and the touch screen had an intermittent fault and USB port was no-go so I could not charge my phone. Cabin crew dismissed the issue with the AV system. No major cabin issues.",Passive
"  Adelaide to Zurich via Doha on the new A350 with airy cabin lay out in Business. The seats are comfortable, the bed is big in size but not comfortable as some competitors. The food was rather limited and the same as on the flights from Europe earlier: a disappointing experience. The Entertainment system had the same quality and quantity problem and deficiencies as on my flights to Australia one week earlier: limited western movies and classical music on offer and bad quality of head sets. Cabin crew was young and friendly, but inefficient. I enjoyed rather quite flights with no major turbulences but disappointment with food, entertainment and cabin crew.",Detractor
"  Manila to Paris via Doha. Qatar Airways is in a class of its own! Everything is superb, from check in to the flights themselves. Oryx One is one of the top IFE systems I've experience, with nice movie and tv program selections. Manila to Doha flight, the plane used was Boeing 777-300ER. The flight was full and a red eye flight. Cabin Crew were very accommodating and friendly. The cabin crew won't disturb passengers who are sleeping. Food was served twice in the flight, one around 30 mins after take off and one 2 hours before landing. Food taste is ok, not that great but ok for airline food. For the Doha to Paris flight, the plane used was the A380 which is my favorite plane due to the comfort it gives to the passenger aside from being very quiet. This is where one flight attendant was a bit of a let down because she wasn't that accommodating and she speaks like she is a bit grumpy. Also, the food that I want (chicken) was short on stock so I chose fish which turned out ok. Overall, I still recommend Qatar Airways if you're coming from Southeast Asia or even East Asia going to Europe. It really deserves its 2017 Airline of the Year award!",Promoter
"  Venice to Male via Doha. I chose Qatar Airways because of the lower pricing and good time schedule. The flight experience has been quite amazing even in economy class. The food was good, and beverage was served constantly during the flight to keep us hydratated. Crew on Qatar Airways is the best you can find, they are very polite and kind, treating you like a king in particular if you are a member of their frequent flyer program like I am. The aircraft on all four flight was an A330-200/300, and comfortable. On the first flight the A332 (A7-ACF/12 years old) was refurbished and it seemed quite new, Ife (Oryx ONE) on this flight was displayed on large HD touch screens. On the other flights the aircraft wasn't refurbished so the IFE was old and controllable only with the remote control (there was also a big ife box under windows seats obstructing more than a quarter of foot room) - the seats weren't as comfortable as the ones on the first aircraft. Aircraft age was the main negative aspect of this trip, but on all four aircraft there was a wide selection of music, tv, film, games. All four flights were on time and ground service in Doha was good.",Promoter
  Hanoi to Bangkok. Check in was simple and straight forward. The seat was comfortable and a light meal was served (this was a short flight). The cabin crew were efficient and friendly. The flight left and landed on time. Baggage was waiting by the time I got through Immigration. The flight was uneventful and the reviews matched my experience. I would fly Qatar Airways again.,Promoter
"  Perth to Milan via Doha using Qatar Airways. Check-in at Perth Airport was easy and seamless. I checked in online so I needed to do was to drop off my luggage at the airport. I have not flown Qatar Airways for more than a decade and I am really impressed with the improvements. Plenty of leg room and the seats are comfortable for both Perth to Doha (using B777-200) and Doha to Milan (A330-200). On both sectors, I was well taken care off. The cabin crew were really friendly and helpful. I am impressed even on economy class we were offered three different options for mains and there is always a vegetarian option which is really considerate of Qatar Airways. There are plenty of inflight entertainment to keep me occupied for the long hours flight and the inflight magazine, Oryx has plenty of interesting content to keep me entertained as well. Overall a good experience and I will recommend Qatar Airways to others.",Promoter
"  I was seated in lower deck A380 economy cabin and I found the seat cramped and uncomfortable (32"" seat pitch). I couldn't eat the sandwich that was some sort of vegetable sausage roll and the vegetarian breakfast was unappetising. Qatar Airways saving grace is their cabin crews, delightful and professional.",Detractor
"  Sydney to Athens via Doha. We had an excellent trip on Qatar Airways overall. The tickets were among the cheapest available when we booked and the flight times were the quickest. The connection times through Doha were very quick. The airport in Doha was modern and easy to navigate. The plane seemed newer than Emirates which I flew with recently, however there were not enough toilets. The staff were excellent and the food was good. The vegetarian options were far better than Emirates. The red wine served in economy was surprisingly good. The seat was comfortable for economy and the leg room was better than I had expected. The entertainment was excellent with a good touch screen with a great range of options including kids movies, new release, classic movies and TV shows. On our connecting flight we flew on an A330 which seemed older and the screen was not touch screen but the options were identical.",Promoter
"  Karachi to Manchester via Doha, traveling with my 27 week pregnant wife and a 4 year old son from. My wife felt slightly unwell during the first flight, likely due to altitude and hypoxia",Promoter
"  Singapore to Zurich via Doha. Nice and new aircraft with warm ambience inside the cabin, the light is soft and not too bright so during serving meal you can continue to sleep if you don't want to eat. There are 2-3 meals option so you choose, the meal taste is good. The space between the seat is wide enough, so you have more legroom. Stewardess is also very helpful, full attention, and friendly to the children, they gave my children toy so they can play during long haul flight. The amenities is almost complete they gave toothbrush, toothpaste, blindfold,earmuffs, and sock in nice wallet. I'm very satisfied with the service.",Promoter
"  Economy class flight from Heathrow to Doha was good. The seats were comfortable and spacious. The service was good, the aircraft and in particular the toilets were clean. The cabin crew were pleasant and helpful. However there was a complete contrast to the flight from Doha to Kuala Lumpur. The seats were narrow, and crammed. The service was poor and the aircraft looked that it could do with an update. The toilets were dirty and cabin crew unfriendly and did the bare minimum.",Detractor
"  Doha to Bangkok. Taking the opportunity of some promotion (2 for one), we indulged ourselves by flying business class of Qatar Airways between Doha and Bangkok on their A380 and we had an amazing experience. The magic starts at Doha Airport business lounge which is certainly one of a kind for its design and the level of service. The experience continues onboard with the business seats that offer extreme confort and privacy, and a wide choice of entertainment opportunities. The food was simply top notch with great wine selection. To stretch your legs you have the bar which offers a comfortable and relaxing setting. Great and attentive service on top of this. What more can you ask?",Promoter
"  Kuwait to New York via Doha. Kuwait to Doha was in economy class. I am a Platinum Privilege Club member with well over 2000 Points - which means I fly on Qatar a lot, usually at least 20-30 sectors a year, sometimes more. I had only flown on Economy once before as the other time I had an economy seat they upgraded me. All in all, not bad for a short hop. I was, however, irked just after take off when I asked for a beer and was refused, on the apparent basis that they did not serve alcohol on local Middle East flights. I know that upfront I would have been sipping Champagne by then. Being Ramadan (although a night flight and we were traveling when Ramadan restrictions are lifted), that may have been a problem too, but a colleague at work had the same problem a month or two before when flying to Australia and it was not Ramadan, and refused to fly himself or his family on Qatar again because of that. However, one of the hostesses was extremely good and saved the day by going up front and bringing me back a large paper coffee cup with a decent quantity of beer in it - which I appreciated because I did not want to be insensitive to those around me since in economy anyway and it was Ramadan so fine to have it in a paper cup for all involved - including me, as Qatar ought to be sensitive to my wants too as I am also a paying customer. Although the cabin was modern and clean and the staff brilliant I felt sorry for anyone who would have to fly in such cramped seats internationally. Qatar now have 10 across on the 777, instead of 9. Things improved dramatically when I got to Doha and travelled onto New York. The new A350 is an absolutely beautiful plane to fly on. For business class, much better than the A380, despite no bar. It is more intimate, service is much better (the hosts on the A380 being overstretched with so many to serve) and the plane is so silent and smooth with good air quality you really notice. Brilliant hard product on this plane, brilliant service, quite good food (although Qatar has gone a little down-hill the last 2/3 years on that front - I remember the Beluga Caviar starters I used to get back then), great in flight entertainment, and a good nights sleep after my bed was made up. Their business product puts most others to shame, although I hope they aim back at trying to make it a business class product as good as first again. Flight home from New York was pretty much a mirror image, although the food was really not up to par with what I am used to on Qatar.",Promoter
  Mumbai to Boston via Doha. Flying with Qatar Airways was the best experience ever. The cabin crew were remarkable and all the entertainment is excellent. I give a 10 on 10 for the best service I got and I will prefer Qatar Airways for international travels. Thank you for your wonderful service.,Promoter
"  Bangkok to Warsaw via Doha. Qatar Airways keeps standard at the highest level. The seat arrangement is most comfortable among all business classes (1+2+1 for the aircraft I flew) and service reminds of a high class restaurant due to small but important details. Serving drinks in dedicated glassware instead of one uniform glass, food served on china plates instead of plastic trays, engaged and helpful staff, high quality cosmetics (maybe except of Armani sets handed out previously). The bar in A380 helps to relax and and socialize with fellow passengers. Cons: only a few business lounges so outside of Qatar it's difficult to have true Qatar Airways experience before taking off. Taking alcohol off view during Ramadan shouldn't be the case in the international air territory in a plane full of all the races.",Promoter
"  Madrid to Singapore via Doha in economy class. Crews professional but robotic. Seats, on-board entertainment and meals are all fine. Wifi expensive and limited. Leased A350 from LATAM on MAD-DOH sector was a step down from Qatar Airways own A350 product and first time that I've been so hot on a flight. Ticket prices and schedules are often competitive, at least for the two ultra-last-minute trips I've purchased this summer. You get what you pay for perhaps, which is just fine, but I don't understand the 5-star hype.",Passive
  Los Angeles to Bangkok via Doha. This is the first time my husband and I fly with Qatar Airways and we love it - and won't be the last time. My husband is from England and I'm from Thailand. We fly very often out of the country. It was our honeymoon and the flight attendants starting with the ground lady in LA at the counter when we checked in and the crew members treated us so special. They have done a wonderful job. A big thank to all the crew members for making us feel so special with the cake & heart decoration before we landed and during the flight we got pampered. We would fly with Qatar again. Business class is surely such a treat! Keep up the excellent work! We will post the pictures on our social media. Thanks for the memorable experience Qatar Airways.,Promoter
"  I flew on Qatar Airways from Auckland to Heathrow return (via Doha), firstly on the Boeing 787 to Doha then on the A380 to Heathrow. This is the best airline I have flown, and I have travelled the world on many occasions. I was a bit sceptical on the Auckland to Doha journey (this being the longest flight in the world) but I need not have worried, as the time passed quickly thanks to the excellent cabin crew, regularity of good quality meals and beverages and the generous amount of leg room. I was lucky enough to be seated upstairs in Economy on the A380 to Heathrow. My return journey was just as good and I was again lucky enough to have 3 seats to myself on both the Heathrow to Doha flight and Doha to Auckland. Overall Qatar would be the top my list of airlines to fly again with and is definitely value for money.",Promoter
"  First time on Qatar Airways from London to Bali via Doha and won't be the last - they are streets ahead with their business product over Emirates and Etihad. The lounge in LHR was top notch with an amazing a la carte service. Onboard the staff were super friendly and attentive with a high class of food. The bar at the back of the plane is great and service again exemplary. The seat was really comfortable - no complaints. On the second leg to DPS on the A330 I was expecting to be disappointed having just been on the A380. I was wrong, the service was even better. Massive smiles, nothing too much trouble, even profuse apologies for the selected red wine being too cold - now that's service. The whole outbound service blew me away. The one niggle is that the Oryx entertainment system lacks in the latest releases - now I feel I am being picky.",Promoter
"  Melbourne to Athens via Doha. The cabin crew created a restful and friendly atmosphere. A number of children who were restless and tired while boarding quickly settled down when they received their activity packs. I found that the time of the first long leg passed quickly thanks to ambient lighting, attentive service and an entertainment system which worked without any problems. From Doha to Athens the flight attendant allocated to our seat was particularly helpful, responding courteously to special requests about meals and drinks. On both legs the plane was full but remained clean and orderly throughout. Passengers seemed aware of the need to make some variations to the flight path. As I had a window seat I got to see a most impressive snow capped mountain peak below. The minimal amount of time added was amply compensated for by the efficient way the flight crew managed boarding, disembarkation, take off and landing.",Promoter
"  Bangkok to Frankfurt via Doha. Bangkok ground staff are polite, but during boarding, it was the most chaotic scene. The Boeing 777-300 uses the 3-4-3 configuration. On this flight, the flight attendant serving my section was sub par of what I'm used to at Qatar airways. The food was fantastic. The flight to Frankfurt was on a brand new A350, with wide seats a the tail camera. I really like the exterior cameras! The flight attendant who was friends with another flight attendant I met before, and was polite and very friendly. On the return leg from Vienna, 4 counters open with few passengers. This time, the cabin was only 40% full, so I moved rows and had a whole row to myself. The catering from European airports is always good, so my braised beef with potato au gratin was excellent. The flight attendant I met remembered what I wanted and made the service so personalised it was like a first class flight in economy! She is the best flight attendant I've ever met! In the rear galley, I also met a Bhutanese and Moroccan flight attendant who were equally as nice. But the nicest of them all has to be the Cabin Services Director who came to my seat just before landing to say hello, and we exchanged pleasantries. During disembarkation, I asked if I was able to get a photo with the captain. While waiting for the captain to come out of the cockpit, I was able to try out the business class seat and found it superior to Cathay Pacific's product. On the return leg, wifi wasn't working for much of the flight. Overall, it was totally a 10/10 flight, with the minor complaints about the experience at Bangkok airport.",Promoter
"  Another excellent flight with Qatar Airways in Business Class. I flew Birmingham to Bangkok via Doha on the 787 Dreamliner first leg then A380 second leg. The 787 business cabin in excellent with plenty of space. The seats are 1-2-1 lie flat pod style all with aisle access. The service is always excellent, the staff are so well trained and always friendly, unlike Emirates. I had an amazing 4 course meal on the first leg, soup, fish, cheese cake and cheese board with 30 year tawny port. I watched 3 new movies on the 7 hour flight before arrival in Doha. I slept the entire second leg on the A380 as it was an overnight flight. The seats are the same but this aircraft has the inflight bar. I've had many good times in this bar but I didn't use it this time. I agree with other reviewers that Qatar offers the best business class, mainly due to the excellent staff. Emirates should send a mystery shopper to see how it should be done.",Promoter
"  Another excellent flight with Qatar Airways in Business class. I flew Phuket to Birmingham via Doha on Boeing 777 first leg then Boeing 787 second leg. The first leg had an aircraft change from Boeing 787 to Boeing 777 which was good as the Boeing 777 business cabin in so spacious. You get a metre of leg room, enough room to stand up. The seats are 2-2-2 so we took 2 near the window. They're very big and comfortable and lie-flat. The service was excellent as usual, I had a lovely 4 course meal, soup, sea bass, chocolate cake & cheese board with 30 year tawny port. The movie choice is not so good, I couldn't find anything new to watch as I'd watched the 3 best movies on the outbound flight from BHX. We had 3 hours between flights in Doha, the lounge was virtually empty and they're weren't serving alcohol due to Ramadan to the dismay of several western travelers. I slept the entire second leg on the 787 but I've already reviewed that in a previous post. Congratulations Qatar, keep up the good work.",Promoter
"  Doha to Cape Town. This is my tenth year flying with Qatar Airways, mostly to and from South Africa and the Middle East. This particular trip was truly remarkable. Everything was overwhelming, but the crew and especially the purser on this flight deserve special mention, what an extraordinary level of anticipation of every possible wish. On boarding I mentioned that I would prefer a window seat, the purser went and asked every single passenger seated by a window if they would swap with me. The food was outstanding too, the seat on the B787 comfortable enough to sleep for almost the entire flight. Qatar Airways is unique, in a class of its own.",Promoter
  Flew Qatar Airways from Bangkok to Copenhagen via Doha. Standards even higher than before. Did in total 6 premium flights and 2 economy. All flights top notch service and excellent crew. Only downside is missing alcohol in lounge during Ramadan. Apart from that flawless product. By far my first choice of airline.,Promoter
"  Copenhagen to Ho Chi Minh City via Doha on 15-16 June 2017 on B787 and A330 respectively. Flights were on time and service was good. Doha airport deserted due to the ongoing blockage and due to Ramadan. QR tackles the crises well by preponing some of the connecting flights from Doha to avoid delays due to excessive lengths of routings avoiding unfriendly airspace. Check-in and crew onboard are diligent and almost faultless. Food, despite 3 choices offered, was not so good and continues to be of poorer and poorer quality and amounts. Completely inedible plastic sandwiches provided ""in lieu"" of proper meal to escape a second hot meal service. Poor wines. Alcoholic drinks were available but not disclosed due to Ramadan. We travelled two persons and were given 3-4 adjacent seats on both flights thus amble space. Elite fliers well respected and cared for. Lounge access working but the denial of access to Al Mourjan lounge in Doha hits hard: their elite flier lounges are not up to the game. Onboard, lengthy safety video shown with Barcelona FC become boring after being unchanged for several years. I am puzzled by the intrusive charity propaganda and money collection attempt by introducing ""Educate a Child"" propaganda without providing any facts and prove of efficiency. Children well cared for and given gifts and child meal given if requested prior to travel. Luggage handled well and all 4 pieces arrived to perfection at final destination.",Promoter
"  Doha to Amsterdam. This aircraft is the one with the 24 seat business class cabin in a 2X2X2 seat format across. Older aircraft and seat width is not as wide as on the new A380 and A350 at around 20.5 inches for upper part and smaller at the lower section. Fully flat seat but the lower half of the seat has been forced down further from people sitting or putting weight on what is not a very sturdy part of the seat so the seat needed to be raised a little to get it into a comfortable flat bed. However, service was excellent, four crew for 24 passengers with eat when you want from the menu. Breakfast on offer out of Doha and light snacks and meals available then or later with wine etc. before arriving in Amsterdam. Tasty food, nicely presented.",Promoter
"  May 12, flew ORD-DOH-DEL on QR 726/QR578 in Business Class. Qatar has never been anything but amazing and this trip was the best so far. Check-in agents were really fun and nice and checked the bag to Delhi. The only let-down of the entire trip was the lounge Qatar uses at O'Hare. The Air France/KLM lounge is shared by about 13 airlines so it is packed! This lounge should not allow more than a couple airlines to use it - nice food spread but too crowded and bad wifi. Wish Qatar shared the BA lounge here. Anyways we boarded on-time and the service started immediately. The friendly attendant came and introduced herself to my friend and me, handed out pyjamas and talked about the amenity kit that was already at our seats along with slippers and the blanket/duvet for sleeping. The purser then came to introduce herself and drinks were delivered after with a smile. Menus handed out and as Qatar does dine-on-demand you can eat anytime. It's much easier for the attendants as they don't have to serve everyone at once, but I can see how it can be arduous at times. Pushed back a bit late and a greeting from the flight deck for the 13.30 hour flight to Doha. Chose to eat dinner and watch movies - their AVOD is very good but not as good as Emirates. But their service kicks Emirates a million times over. So after dinner made up my bed and slept 6 hours but the flight was quite turbulent. Woke and washed up in the bathroom and my meal was ready for me - timed well from the excellent attendant. The only thing they could enhance is offering wifi on their 777-300 planes. That is where they are not as competitive as Emirates or Etihad. Landed 20 min late into Doha and a smooth transfer into the Al-Mourjan Business class lounge for some food and a nice shower. 2 hour connection was timed perfect and boarded our 787 for the 3 1/2 hour flight to Delhi. The 787 is much newer but my friend and I both preferred the 777-300ER biz seats. But still a great service and watched some Breaking Bad until a 2am ontime arrive into Delhi. Immigration was busy but got the bags and out to the taxi in 45 minutes. Qatar pushes things to a new level- even when flying them in coach it's pleasant. But their Business Class is the best of any airline in my opinion.",Promoter
"  Doha to Manila. They have the best service in this airline. The crew is assistive and the meal was great. The boarding is fast and the seats are comfortable and IFE (inflight entertainment) is the best - a lot of movie,audio and games selection.",Promoter
"  Atlanta to Lagos via Doha. My 75 year old mother flew with Qatar and I was pleasantly surprised. Her lay over in Doha was overnight for about 12 hours or more and the last time they said the only hotel available inside the airport was full. This time we got the transit visa which was applied for on the website and was quickly processed and arrived before the 7 day published on the site. On arrival in Doha, Qatar Airways arranged for her transportation and escorted her to a nearby 4 star hotel, provided wifi, a dinner voucher, woke her up the next morning in time to get dressed, have breakfast and picked her up promptly for her onward journey. Hotel stay, food, and transportation for that night may have amounted to just about $125 which is a tiny fraction of her ticket cost but I am so impressed and grateful for the peace of mind l had that she was well taken care of. I will advocate for this airline any day.",Promoter
"  Sydney to Doha. Business class was full but crew were very efficient, excellent service. Seats were comfortable and large touch screen tv for entertainment system. Food service was a late dinner out of Sydney and early breakfast into Doha. Qatar also allow you to stagger your dining, setting times for when you would like dishes served which means they will reserve one of these dishes for you. Food presentation and range of dishes are more premium economy but they are very tasty. Fully flat bed is comfortable, not as wide as on Singapore but they are comfortable in flat bed.",Promoter
"  Belgrade to Doha. Belgrade's airport is small and you cannot get lost. Checking in was fast, but my passport needed several scans. First boarder control then security separate at each gate. Business lounge a kind of basic, but ok. First time on a Qatar Airways narrow body aircraft. 12 seats in a 2-2 configuration, seat the same as on the airline's A330-300. Very comfortable and fully flat, really big touch screens. Only the room for the feet on the 2C/D and 3C/D a little restricted for taller men. Amenity kit without cosmetics, but sufficient for a 4 hours 40 minutes flight time. Food and drink menu superbe as always. Not much difference in comfort in comparison to a wide body aircraft.",Promoter
"  Qatars A350 service to London was faultless. In my view vastly superior to an A380 service - more personal and spacious. The blockade against Qatar means the flight was a little less busy, and even the airport was more quiet - but this made the experience even better! This was a wonderfull flight, and the route we flew was interesting - but did not seem any longer at all.",Promoter
"  Singapore to Madrid via Doha. Amazing seats, great food and wonderful service. This flight was a pleasure to be on and was my first time on Qatar. The pods were incredibly comfortable. The food and above all concierge service in flight was tremendous. No complaints.",Promoter
"â Unverified | I returned from London with my elderly father. Our flight was delayed at Heathrow, so we missed our connecting flight from Doha. The airline was amazing when we arrived at Doha, accomodation, meals and transfer to and from the airport were already in place. My elderly father loved the hotel and we managed a scenic tour of the city , which we both enjoyed. Qatar Airways staff were friendly and wonderfully supportive. My father required wheelchair support, again all staff were professional and supportive. My elderly father thoroughly enjoyed his unexpective stop over. My father is currently on his return journey to London Heathrow , having just left Doha. I would fly Qatar airways I can't fault the service. Well done and a thank you to all staff.",Promoter
"  Qatar Airways operates this conveniant flight from Baku to Tblisi. Check in was very professional, access to the aircraft directly through gate. Friendly international crew, small complimentary meal was served with beverages. Clean and nice aircraft. I certainly recommend to use this flight. Flight duration just over an hour, beautiful views from the aircraft.",Promoter
"  Awful flight on a great airline. I love the staff, and mostly love the airline too but this short Athens to Doha flight was awful. Old aircraft with no room at a premium price. The staff tried really hard to make the flight good, next time I have a 4 hour flight I will check which aircraft are being operated - the 320s should be used for short haul work. Aweful flight. The handling lounge used in Athens is ordinary.",Detractor
"  Dubai to Chongqing via Dubai. Flight for partner and self booked using Guest Miles. Through a quirk of the pricing, Dubai World Central Airport more suitable. Unlike Dubai's main airport, no queues at check-in, immigration or security. Limited but adequate eating - McDonalds and Costa Coffee - and shopping. Flight left Dubai 15 minutes early, unusually in my experience berthing at an airbridge on arrival Doha thus no requirement to join the hordes fighting through security. One of Qatar's ageing Airbus 330s for the flight to Chongqing so no Wifi or power at seat, but perfectly clean and seat comfortable enough for a few hours sleep. Service standards are not stellar - wet wipe rather than hot towel and no boiled sweets - but still superior in comparison to others. Particularly like the regular rubbish collection. Food adequate. Longish bus ride from plane to terminal with bags arriving on clearing immigration.",Promoter
"  London to Abu Dhabi via Doha. It was my first time flying with Qatar Airways and I was very impressed. Plane was really lovely inside, comfortable seats and 'lobby' entrance with lovely lights effects was stunning. Good selection of food and drinks and professional cabin crew. It was really above and beyond. I recommend this airline for people who looking for comfort and good service. Hope will fly with them again.",Promoter
